athlete_id,reason,philosophy
1927211,"",sometimes you can achieve what you want by persevering at what you hate to do most
1927227,"",""
1927245,"",""
1927246,showed talent in sport when she was in primary school in 2008 she was scouted to study at shaoyang sport school in hunan province,""
1927247,took up water polo when her volleyball coach thought that she would be more suited to the sport,""
1927250,began swimming at an early age because she did not like ball games later she found swimming boring and had a chance to try water polo which she preferred,play fair
1927251,switched to water polo after a coach suggested that she was more physically suited for that sport than basketball,""
1927254,"",""
1927256,took up the sport after being scouted by a swimming coach,""
1927258,took up water polo as a sport that fit her physical attributes,""
1927260,was selected by a coach to play water polo,faster higher and stronger
1927261,"",""
1927262,"",""
1927265,took up water polo because she was curious about it,""
1927266,"",""
1927298,"",failure is simply the opportunity to begin again but already more wisely
1927300,was selected to train with the swimming team at a sports school in nanping at age 10 at about age 14 he switched from swimming to canoe slalom because his physique was more suited to the sport,""
1927315,"",be yourself regardless of who your opponent is
1927323,"",""
1927381,her talent and dedication caught the attention of the fujian provincial rowing and canoeing management center culminating in her selection for the rowing team in 2014 with the support and mentorship of coach ma song joined the national training team in 2016,nothing is difficult if you are willing to work hard and think
1927382,inspired to take up the sport by chinese paddler yang wenjun,""
1927383,she was passionate about the sport from the start,""
1927392,was introduced to the sport by a local coach,""
1927393,he was selected by a coach to try,""
1927400,she was selected to train for the sport when she was studying at jiaozhou no9 middle school,persevere to the end bravely even if the storm is fierce
1927401,began training in the sport after she was scouted by coach chen chunsheng,pay the efforts that others are unwilling to pay enjoy the happiness that others cannot enjoy
1927402,she was scouted by miao qinjuan a coach at the jiaxing junior sports school in the peoples republic of china and was invited to train,""
1927403,"",""
1927410,"",""
1927414,"",""
1927416,he was selected to try the sport by a coach from shandong sports school in the peoples republic of china,""
1927417,he showed talent in sport as a child and started training in judo at age nine in late 2007 kayak coach chen chunsheng scouted one of his classmates who recommended that coach chen should let wang give the sport a try as well chen then noticed that he had a good physique for kayaking,""
1927418,he was selected by a coach to train in the sport due to his physical attributes,as an athlete a kind of fighting spirit is necessary you must keep going for as long as you can
1927419,"",bryou can always gain by making efforts
1927514,a coach noticed her talent,""
1927515,"",""
1927516,a coach scouted her,""
1927517,selected to join the provincial team in nanjing china in grade two of primary school she switched her focus from ballet,""
1927518,because her parents often worked late they sent her to an afterschool programme were she began practising rhythmic gymnastics,""
1927519,coaches scouted her while recruiting potential gymnasts in her kindergarten,""
1927552,his father took him to gymnastics after which he tried acrobatics and then trampoline gymnastics,patience is the sign of a leader
1927585,"",""
1927616,"",""
1927619,"",""
1927621,"",""
1927623,"",""
1927625,"",""
1927629,received offers from coaches in a number of sports but chose to pursue handball i didnt even know what handball was i heard that it was similar to dodgeball,""
1927630,"",""
1927632,she liked playing with a ball when a teacher was recruiting students for a handball team she volunteered despite knowing nothing about the sport,quit while the goings good
1927633,"",""
1927647,"",""
1927652,"",""
1927654,"",""
1927657,"",""
1927658,"",""
1927660,"",""
1927663,"",""
1927665,began playing after her physical education teacher recommended it,""
1927672,"",""
1927673,he loved horses and aimed for a career in equestrian,""
1927675,"",""
1927679,his mother grew up with horses and introduced him to the sport,""
1927680,his father was into windsurfing he was passionate about the sport from just watching his dad,dream big and work hard for them
1927685,when he started to achieve good results at events he began to realise how much he enjoyed swimming,""
1927686,at age nine she was diagnosed with scoliosis  swimming was recommended,""
1927704,when he started elementary school his parents let him choose between swimming and tennis as they wanted him to pick up an individual sport he picked tennis because the swimming teachers were strict about safety by the age of seven his father could not win a tennis match on the court against him from 2008 to 2013 he received coaching from chinese tennis player shao donglu,""
1927709,"",""
1927710,"",""
1927711,"",""
1927716,"",""
1927719,her father is a former professional player,""
1927733,sports was a way of life for her family her older brother and sister started sailing and she followed them she tried many other sports including tennis basketball surfing horse riding and athletics before deciding to focus on windsurfing,the most important thing for me has been to enjoy what im doing and i think that helped me a lot in the beginning of my racing career
1927771,"",""
1927782,before i got into sailing i was into football for a while i was into both of them until i decided to put football aside and invest in sailing,""
1927786,"",""
1927820,"",""
1927837,"",""
1927903,"",""
1927912,"",""
1927917,"",""
1927920,"",""
1927945,decided to start boxing after being bullied,""
1927950,"",you cant change how people feel about you just live your life and be happy
1927952,i unexpectedly started triathlon at the age of 22 when i received a call from a man in the newly founded triathlon federation of iceland he knew who i was and that i had a background in swimming and was good at running too he invited me to come and try it out and see if it was something that would suit me said she was unsure at first because she did not know much about the sport but i still gave it a shot and i dont regret it at all today,on the other side of fear is freedom
1927960,"",""
1927969,was inspired to take up the sport after watching gymnastics on television he was an active child and very fond of doing handstands and jumping around,""
1928036,"",""
1928040,a friend suggested he try track running after he did not make the kenya u20 rugby team,you should never give up no matter how hard lifes blows get keep up the hard work which will pay off one day
1928041,"",""
1928047,was told she ran like her late mother who was a sprinter i thought i have to also pick athletics so that people can talk about me  refer to me as my mums child i had to follow in her footsteps,""
1928054,his father encouraged him to take up the sport my father wanted me to sign up to football but they told me that im too short he knew a gymnastics coach so i gave it a try and liked it,""
1928055,he started the sport purely for fun but it soon became clear he had a talent for it at that stage he began to devote more time to training although he admits it was sometimes difficult to resist other temptations mom did not let me stop even though the sacrifices were too big at times i wanted to go out with my friends but i would usually be too tired after training she convinced me that talent should not be dismissed and that i have it for a reason now i am grateful for that,""
1928063,"",""
1928064,his uncle suggested the sport to him and he enjoyed it from the start,""
1928066,"",have a strong mental attitude
1928067,her father was a judoka i felt a strong desire  and started with judo,judo is fun and very captivating this is why i chose judo i will try my best to achieve better results in the future
1928070,her school gym teacher suggested she try judo,""
1928071,"",""
1928072,"",""
1928074,"",""
1928079,he wanted to learn martial arts for selfdefence and his father encouraged him to pursue judo seriously i claimed a victory at a competition and received a bag ofrice as a prize at that time my father was very happy and thats why i decided to become a judoka his family later moved from suwon  to ansan  after he was scouted by the judo team at gwansan middle school my whole family moved their home so i could learn judo properly i started judo with the sacrifice and support of my family,""
1928082,she thought it looked interesting,you grow when you do things you dont want to do
1928083,followed his father into the sport,a gain or a loss always reflect upon yourself
1928146,i liked the sport when i was young because it was a way to have fun with my friends my dad also encouraged me a lot,""
1928155,"",""
1928198,"",never give up and go for your goals no matter what difficulties stand in your way
1928201,"",""
1928202,"",""
1928243,"",""
1928245,football was his first love after first playing the sport in atlanta ga usa and then madrid when he moved to javea in 2010 his friend from football mateo also competed in cycling and invited him to join the local club,""
1928247,she started playing basketball at age 12 and eventually took up cycling to help her recover from a knee injury my recovery plan was based on cycling i started to enjoy the recovery moments on the bike more than the basketball itself so i decided to give road racing a go after that everything went so fast,""
1928255,she describes herself as an accidental cyclist after competing as a figure skater for 10 years she gave up sport when before taking up running which led to duathlons and cycling the truth is that one thing has led me to the other without meaning to at first athletics then i discovered that in duathlon i had possibilities at national level all my cycling colleagues insisted that i go to the peninsula  so in the end they convinced me  and i tried my luck,""
1928262,"",""
1928281,"",""
1928283,"",""
1928287,"",""
1928292,it was my way of getting around in my hometown  then i dedicated more time and results came in it became my job without even realising it,""
1928408,"",""
1928412,took up volleyball because her older sister played,""
1928421,took up volleyball after trying it in her physical education class,""
1928422,encouraged by her parents to try volleyball,""
1928424,"",""
1928427,a coach spotted her height while she was swimming and suggested that she try volleyball,""
1928434,took up volleyball because her mother played the sport,""
1928438,took up volleyball at the suggestion of her father,""
1928440,"",""
1928441,took up volleyball because her brother played the sport,""
1928443,took up volleyball because it was prominent at her school,""
1928446,took up volleyball because her sister played,""
1928449,took up volleyball because her older brother played the sport,""
1928454,"",""
1928455,"",""
1928494,was noticed by coaches at the 2016 county student olympics,""
1928500,"",""
1928516,"",""
1928517,"",""
1928520,in 2009 after watching the polish mens quadruple sculls crew win gold at beijing 2008 unia tczew rowing coach mariusz grubich visited his school and invited him to train,calmly achieve your goals dont be afraid to dream and enjoy what you do
1928529,he followed his older brother into the sport,""
1928530,he became bored with football so his father suggested he try rowing on the nearby vistula river,work hard
1928533,"",""
1928538,she saw her aunt guillermina doing the sport and wanted to imitate her,i want to be the best not just an ordinary athlete because i want to give my children a better life
1928547,"",""
1928551,he also played football as a child but began to pursue rowing more seriously in high school once during dinner i told my parents that i would like to pursue the sport seriously my father told me that his colleague was a rowing coach mariusz szumanski and he got me in touch with him,we constantly correct errors the worst are moments when you give 100 or more come to the race then instead of success get whipped by your rival you have to then reset at all costs and think positively the tables can turn very quickly
1928566,as a young girl her greatest wish was to play football but her parents would not allow it,when one door closes another opens dont keep looking at the closed door we can also manage to develop another talent but i am still trying to figure out which is my godgiven talent  i have a lot i must do i want to do my best in my life as a footballer others says the skys the limit but i dont believe in that because there is something above that sky
1928574,"",""
1928585,her uncle encouraged her to try the sport,""
1928778,"",""
1928782,"",""
1928786,to follow in the footsteps of his parents my mom and dad were both athletes but they never got the opportunity to represent kenya in international competitions or even compete abroad in my mind i had vowed to follow in their footsteps and one day make them proud,""
1928793,"",""
1928799,his father introduced him to the sport at age 10,a dream is just a dream until you decide to make it right
1928808,"",""
1928817,"",""
1928822,"",""
1928834,while she was taking care of her ailing grandmother an aunt encouraged her to get involved in a sport to get out of the house,""
1928842,my first coach in naval pentathlon decided to open the first triathlon club in kharkiv and introduced me to the sport,""
1928863,"",""
1928878,"",""
1928894,"",""
1928902,"",""
1928906,she was curious to give it a try,suffering is what helps us to progress and without patience we achieve nothing
1928916,"",""
1928919,we have a lot of swimming pools in iceland my parents went swimming every day and i always got to float with them i quickly fell in love with water and swimming as a child,fearless mindful unbreakable  viking mentality
1929156,i like hunting so i tried skeet to improve my hunting skills,respect and enjoy your sport
1929207,"",""
1929213,her parents encouraged him to do it,nothing is impossible in the eyes of god it is difficult but not impossible and never say never
1929214,"",""
1929215,"",""
1929219,"",""
1929225,"",""
1929226,"",""
1929228,"",""
1929250,"",""
1929297,"",""
1929428,a classmate suggested he start running to gain speed as a wide receiver in american football,just never give up
1929433,"",""
1929606,"",""
1929613,she followed her sister into the sport after trying artistic gymnastics swimming artistic swimming figure skating and tennis,hard work pays off my main rival is i myself the main thing i need to do is overcome myself
1929616,a friend enrolled in training sessions and invited him to try the sport,discipline routine a lot of work
1929617,his father is a fencing coach its possible to say i was involved in fencing from birth i love this sport and i am happy everything happened this way,""
1929618,"",the main secret of our team and success i think that our cohesion and trust in the team is the most important
1929619,inspired by a coachs introduction to the sport he decided to pursue fencing switching schools to follow his new passion,""
1929626,"",every effort is always rewarded
1929684,i was very shy so my father who likes martial arts decided to take me to the gym of coach roberto baglivo who is very well known in mesagne it was initially a game for me i was very happy to go to the gym because i spent the afternoons with my other peers instead of being alone at home studying or getting bored then with the first results it became a passion and now i consider taekwondo as a profession because i work hard to achieve results all of course with passion,the bigger the dream is the bigger are the difficulties and challenges to face
1929685,i chose taekwondo over football because taekwondo allowed me to build towards a goal thanks to the help of my parents i can say that i am still working after many years towards my goals,mors tua vita mea
1929686,"",""
1929689,"",""
1929695,"",more faith less fear
1929708,"",""
1929748,first played when she was on holiday with her family on the adriatic sea,""
1929749,she was inspired by her family her mother was president of the table tennis club she first played at her older sister has served as a coach and her father and younger sister have also played the sport,i just love to play to train hard and to travel across the world table tennis has given me a lot of friends and amazing experiences as well as tough moments which have helped me grow a lot i would never change my life and i hope i can play and enjoy this sport for a long time
1929767,"",""
1929786,"",""
1929963,i was doing boxing and next to it was judo and the trainer would come and get me to do judo,with hard work and discipline we will get to the top
1929977,"",""
1929981,wanted to be like his brother who played,""
1929989,"",""
1929998,"",""
1930005,"",""
1930032,used to work with her mother on a farm and had to run to school the best thing  is meeting people big stars sharing your experiences with them travelling and meeting new cultures has been absolutely wonderful,the key is to control your energy levels every single race around the 26kilometre or 28kilometre mark you hit a very tough wall because the body starts to be exhausted and your energy levels hit rock bottom so its at that point when you have to try to recover and have the power of will to overcome that wall make the body react again and finish the 42 kilometres
1930110,"",""
1930118,played at primary school and with her father before joining a club at age 11,""
1930119,"",""
1930121,"",""
1930122,her parents were football fans aimed to follow her elder brother who played football,""
1930123,as a child she played football in the streets but also tried boxing and handball my big brother played i accompanied him and thats how i started to love it one day my best friend and i were watching the boys playing through the window and we said to ourselves why not us we must have been seven years old and it happened naturally,""
1930124,played with her brother on a neighbourhood pitch,""
1930126,followed her elder brothers,""
1930129,her father played football and her older brother david had been regarded as a great talent,""
1930130,female members of the family loved football her aunt was a referee and her mother played occasionally,""
1930133,was introduced to football by her brother at the age of four,""
1930136,"",be humble and gratefulgiving up cant be an option take it off the table its not the way to think about things everyone has bad moments nothing is easy but you can come back from big difficulties
1930140,followed her older brother,""
1930141,often accompanied her father to matches,""
1930147,her father was coach at her first club and her mother club secretary her brothers played football as well,""
1930151,"",never give up and believe in your dreams
1930152,at five and a half years old she was spotted by ali ben ahmed then coach at sc malaylegrand at the time her nextdoor neighbour in sens,""
1930155,"",""
1930156,i probably got that from my brothers they played football when they were young and i often went downstairs with them to kick a ball on the weekends i found it fun it very quickly became everyday  i tried to go there as often as possible after school,""
1930160,"",""
1930161,she started with judo at age four but soon added football my parents both played we were nine children  nine players,""
1930214,from the moment i tried it it made me feel super strong and gave me the opportunity to discover myself,as i can never give up i rise be kind because you know nothing about the battles someone is dealing with
1930226,"",""
1930231,"",""
1930234,"",""
1930235,"",""
1930237,"",""
1930239,"",""
1930249,"",""
1930254,he watched a lot of bruce lee movies as a child and wanted to do kicks like him,history should be updated
1930255,"",""
1930276,"",""
1930278,"",""
1930284,"",""
1930292,"",""
1930367,"",""
1930371,"",""
1930372,"",i can do all things through christ who strengthens me everything i have i owe to god
1930375,learned the basics of football from his father at an early age,""
1930384,"",""
1930386,"",work surpasses talent when talent does not work
1930400,"",""
1930404,"",life is about overcoming challenges constantly
1930405,"",""
1930407,"",with responsibility and perseverance everything is possible
1930417,"",""
1930422,"",""
1930426,"",""
1930428,"",""
1930436,"",""
1930444,"",""
1930451,"",""
1930453,"",if god is with me who is against me persevere and you will succeed
1930459,"",""
1930463,since childhood i liked weapons i was interested in them i liked to shoot at shooting ranges in parks and as soon as i found out about a shooting club i signed up there,in training i should work as hard and good as i can at the qualifications i just need to do my job without emotions at the final i just need have fun and joy of being in the final
1930464,my dad brought me into shooting sports my whole family played this sport,""
1930465,"",if you dont roll you wont shoot
1930466,believed the sport is for a calm and disciplined person,go forward never give up
1930467,his classmate invited him to try the sport,striving to be better today than yesterday
1930468,her mother encouraged her to try the sport,the key to success is faith in oneself and the will to win
1930478,her father introduced her to the sport,only go forward
1930479,her father was a shooter,the road will be mastered by the walker
1930486,my uncle alexandr and grandfather konstantin introduced me to the sport i started because as a child i really liked watched my uncle and grandfather train i wanted to be like them,""
1930532,"",""
1930539,followed his older sisters into swimming,""
1930552,"",""
1930706,"",""
1930709,his father introduced him to the sport when i started playing badminton it was like a sport from another planet nobody knew anything about it none of my schoolmates or friends had heard about it however it made a huge difference to my life in 2007 i started to travel around the world there were so many things to see and experience i made new friends learnt new languages and different cultures travelling helped me improve my english badminton has also helped me financially the sport has definitely changed my life,with regard to performance commitment effort or dedication there is no middle ground either you do something well or you dont do it at all
1930739,she was inspired by watching her mother compete in an ironman race her mother then signed her up for her first triathlon they made the kids race very much like the adults  where the day before you had to go to packet pickup and you got a wristband i dont even know what the wristband got me but my mum got one at every race so i thought this is cool and that was probably the most important part of the race for me the wristband not the race itself,""
1930741,was introduced to the sport through the collegiate recruitment program from usa triathlon she had previously competed in athletics and cross country,""
1930747,he was introduced to the sport by the usa triathlon collegiate recruitment program,when i take time off im not taking time off im working on my weaknesses and im working on always trying to improve every day
1930750,his father and older brothers were involved in the sport and he followed in their footsteps,""
1930752,her mother taught her to swim in their backyard pool because of her she became a good swimmer,""
1930767,"",there are no steps backwards just steps in different directions  brendan dillon her father
1930770,"",""
1930771,"",i just want to be the best person i can be and keep working as hard as i can so i can continue to be blessed with these opportunities
1930773,she and her sister tried out a martial arts school next to the supermarket where the family shopped,i define being a martial artist as living expressively i do that by trying to be as vulnerable as possible in all aspects  vulnerability is discomfort and that challenges growth and learning from within me
1930776,was introduced to the sport by her dad who played recreationally and used to coach her,""
1930777,"",""
1930781,"",""
1930782,both parents played tennis,""
1930784,says the tenacity and fearlessness of us tennis players venus and serena williams made her want to become a professional tennis player,""
1930785,his mother taught him how to play and fed him balls at a local park,""
1930790,his father introduced him to the sport,""
1930791,was introduced to tennis by her father,""
1930801,his parents introduced him to the sport,""
1930802,"",""
1930804,"",""
1930826,her parents played table tennis for fun she took a greater interest when her friend introduced her to a local table tennis club,its the passion i think that makes me good and makes me want to perform well and reach my goals
1930828,his parents and older sister used to play the sport and he got bored of watching them play and decided to give it a try so much of it happens in your head and you have be quick to adapt and i live for that stuff,i dont worry too much about what other people say
1930832,"",""
1930833,"",""
1931098,"",""
1931099,both parents were professional table tennis players and introduced him to the sport,""
1931100,she and her sister were encouraged by her grandmother to take up the sport,""
1931101,her mother coached a table tennis class,""
1931106,"",""
1931109,"",""
1931124,inspired to start archery after watching the disney movie brave my grandpa took me to my first come and try day and bought me my first bow i remember him telling me back then that one day i could go to the olympics i didnt take him very seriously as it didnt seem very realistic at the time,""
1931126,was inspired watching the archery competition at athens 2004 on television with his greek grandparents i thought yep thats the sport i want to do i wanted to be the top one percent in whatever i didand i just decided one day that was archery however he continued with his competitive swimming career and only started shooting in 2016,""
1931160,"",""
1931161,"",""
1931180,was influenced by his parents his father lee changhyun was also a sport climber while his mother jang hasuk has run a climbing centre,i think the goal of climbing is to challenge higher difficulties and beat them if you gradually increase the difficulty level i think your competition ranking will naturally follow
1931183,was born into a climbing family her father who is an avid ice climber also happens to be the owner of a climbing gym located in seoul,""
1931185,what i love about speed climbing is that it is very objective and i can see my progress numerically each time i surpass a previous record or target i feel a great sense of satisfaction and joy the thrill of pushing past my limits motivates me to continue challenging myself,""
1931243,"",""
1931269,he enjoyed riding to school and with his father on weekends in secondary school he made the decision to switch to gapyeong middle school which had a cycling club to pursue his dream of being a professional in the sport,""
1931278,her friend was invited to compete at the local cycling club so she decided to join too,""
1931298,took up the sport as a means to escape a troubled environment find a positive outlet for his energy and transform his life through discipline and dedication to the art form,i want to show my vision i want breaking to be artful for me its really important and thats why it is my goal to win
1931331,"",""
1931342,"",always be on top
1931345,her fathers childhood friend a boxing coach convinced her to take up the sport,when you want something badly the whole universe will help to make your desires come true
1931374,he took part in various sports like swimming and football his family frequently visited a nearby beach where he became fascinated by watching people sail captivated by the sport he enrolled in sailing courses with his fathers encouragement to learn about the wind and master sailing techniques,""
1931381,on weekend trips to pattaya with her family she initially hated sailing due to seasickness and struggles with the waves she often capsized requiring her dad to rescue her from drifting out to sea nearly tipping the boat,""
1931384,"",""
1931493,"",""
1931496,"",""
1931500,"",""
1931570,he became interested in the sport through one of his brothers friends who was already practising archery,""
1931572,"",""
1931573,i wanted to get rid of my fear of heights,""
1931576,was taken to a competition where his cousin competed i was a hyperactive boy always jumping and rolling around tahir rezvanovich kashkuli who eventually became my first coach saw this at the competition and started talking my mum into bringing me to a gymnastics class my mum said i was too young then tahir rezvanovich said if you agree your son will train with me for free thats how i started doing artistic gymnastics,""
1931577,his father was a coach and introduced him to the sport,""
1931583,i was 14 and was doing swimming then i was encouraged to try pentathlon i became more interested in the sport due to its variety,it doesnt matter how slow you go as long as you dont stop  bruce lee
1931584,"",""
1931588,before modern pentathlon i was doing swimming i was thinking about changing sport and i had a choice between water polo and modern pentathlon modern pentathlon touched me with its diversity but the coaches explained to me that not many people can excel in five disciplines its difficult i was hooked by fencing and equestrian,to be successful you have to keep moving forward no matter what
1931815,her father always liked tennis and he wanted his daughter to play,you did not wake up to be ordinary
1931818,"",""
1931829,initially played football but switched to handball after a coach suggested he try the sport his father also encouraged him to pursue it,""
1931832,"",""
1931894,"",""
1931914,she was introduced to the sport by her father tomasz who worked as a tennis coach,""
1931916,"",""
1931934,home town iawa poland has excellent sailing conditions my sister went to a sailing school she attended pe lessons there she sailed an optimist when i was picking her up with my dad one day i asked if she would take me on the boat once i entered i stayed then i switched to laser and im still in this world,success is simply the extension and utilisation of an entire series of failureshappiness is not a station you arrive at but a manner of traveling
1932027,"",""
1932109,"",""
1932124,watched his brother evin playing at school and was inspired to follow in his footsteps,""
1932149,"",""
1932150,"",""
1932154,"",""
1932160,"",""
1932161,"",""
1932168,"",""
1932173,she and her sister aleksandra would go to a tennis club with their mother a tennis coach and would hit a ball against a wall eventually the sisters began playing properly,""
1932182,grew up playing squash and basketball but was inspired to take up handball after watching egypt reach the semifinals at the 2001 world championship in france his father also encouraged him to pursue the sport,""
1932186,"",""
1932194,"",""
1932219,"",""
1932221,"",""
1932223,"",""
1932236,"",""
1932243,her older sister sarita introduced her to wrestling,""
1932430,"",""
1932431,she followed her family into the sport the mat always attracted me because my father uncle grandfather and brother were all into wrestling,blessed with what i need working hard is what i want
1932434,a friend had tried windsurfing in the summer and told her it was fun so she decided to try it herself her parents are not sailors but supported her interest,""
1932440,his home was near a busy bakery which he spent many hours as a child playing outside the manager of a local sailing club noticed him and suggested to his parents that he try sailing his parents agreed and he loved it straight away,mans greatest gift is the ability to make mistakes and his greatest wisdom is to learn from them
1932442,"",""
1932446,"",""
1932449,"",""
1932450,my dad took me to a pier in gdynia and showed me other children sailing in optimist boats he asked me if i wanted to try and i said yes the next day i got in the boat for the first time,""
1932456,"",""
1932470,"",""
1932478,"",""
1932480,she was raised in a kiteboarding community her father had a windsurfkitesurf school when she was growing up,""
1932482,he lived by the sea and his family was active in water sports he tried it and fell in love,go big or go home
1932485,he thought it looked cool and when he tried it he thought it was the best feeling ever,""
1932492,she was encouraged by her physical education teacher who was involved in a sailing club and wanted to pass his passion on to his students sandra was one of those who followed,""
1932512,"",its never too late to focus on your dreams
1932534,"",""
1932567,when her state handball team qualified for the junior national championships her father questioned whether she really wanted to play a team sport he suggested she try an individual sport,""
1932569,"",""
1932600,when i was a child i used to go out with my father to hunt turtledoves and later with the purpose of protecting the fauna i turned to skeet shooting,have passion for overcoming your own limits have fun and strengthen friendships
1932622,because of my big brother he began practicing judo before me and i was envious i really wanted to wear the same uniform as him thats why i joined judo as well,my philosophy in judo is to never give up as described in the quran a person gets only what they strive for and the results of their efforts will be seen
1932649,when he was young his mother took him to a club to join the swimming team because he had allergies and his doctor recommended he start swimming to improve his breathing but my mother really liked the idea of doing five sports and encouraged me to join,sports can make a difference in your life
1932660,"",""
1932666,"",every horse every day you learn something new  the horse will teach you horses will teach you everything and then when you think you know everything you know nothing
1932686,his parents operated a riding club at the beginning i did not like it but one day i rode to make my parents happy and i got really into it,i try to take a step back and draw a positive from each situation
1932735,"",""
1932740,her mother took her to a stable to ride,""
1932757,i started with archery thanks to my aunt who won five medals in one competition i wanted to win the same medals after that i immediately demanded that i also had to shoot the bow and from the first training session i was addicted to archery,""
1932764,his mother enrolled him in a fencing programme at his school although he played other sports like football tennis and cricket he discovered that he enjoyed fencing the most which is why he decided to stick with it,""
1932765,"",i have learnt that there are times to go for medals and times to go for good time if you dont know what you are going for in a competition it is likely you will miss all while looking for everything
1932812,her cousin noah barno who had noted her talent encouraged her to compete i used to say to her that i wont only see her running on the field but one day ill see her running on tv while in high school at kosirai girls was exposed to other girls such as stacey ndiwa  who were already competing internationally that is when it dawned on me that athletics had opportunities when ndiwa and the rest travelled outside the country with the national junior team it really inspired me,i overcome challenges because if i had not overcome them i would not be where i am today challenges are there and i cannot let them ruin the rest of my life
1932820,"",""
1932821,"",""
1932822,"",""
1932823,"",""
1932824,their father a former freestyle wrestler wanted nurbek and his brother to follow in his footsteps but money was tight at home and boxing coach askar yerkebayev  offered to train the boys in boxing for free saying he had a dream to take twins to the world championships  and their father agreed,""
1932825,their father a former freestyle wrestler wanted aibek and his brother to follow in his footsteps but money was tight at home and boxing coach askar yerkebayev offered to train the boys in boxing for free saying he had a dream to take twins to the world championships  and their father agreed,""
1932832,followed his older brother askar into the sport,""
1932849,"",""
1932851,her father isaac obiri loved athletics and encouraged her to take up the sport accompanying her to local school competitions people thought my father was one of the teachers,""
1932863,"",""
1932872,stopped running for a year after high school uncertain about her next steps however her passion for running and the possibility of obtaining a scholarship to the us through the sport brought her back in 2014 she began training in kaptagat on her uncles advice while applying to us collegesafter high school i didnt really know what life would be like i had stopped running and my mom said you know you can start running again there are scholarships being offered and stuff just the thought of that made me think maybe if i do that it would change my life it would change the life of our family i am glad i made that decision where we are right now i never thought i would be here,""
1932880,"",""
1932887,"",the secret of getting ahead is getting started and it all starts from the mind
1932890,when i was eight years old i was left on a boat completely alone i loved it because i felt that i was the queen of that boat and sailing besides being really cool makes us grow as people and teaches us important lessons at that moment it brought me huge independence,persistence is the path to success
1932891,his father enrolled him in a sailing school along with his brother pedro and his sister maria,just do your best and work has hard as you can every day
1932892,"",""
1932897,she comes from a family of sailors and her mother even sailed while pregnant with her,""
1932941,"",""
1932947,"",""
1932950,followed her father into the sport,""
1932952,"",""
1932956,"",""
1932959,"",""
1932960,"",carpe diem
1932963,comes from a sporting family her father played football and her mother played handball enjoys the team aspect of the sport,""
1932969,"",""
1932972,"",im a hard working athlete i train very hard so i believe in myself that any time any day i get on the track and i can definitely do my best
1933079,i played football since i was a child i was a goalkeeper at instituto nacional barros arana i loved it but one day my parents former marathon runners asked me if i wanted to run i started at age 15 and have not stopped since,""
1933094,"",""
1933100,"",""
1933118,"",""
1933133,"",""
1933137,"",""
1933138,it is a complete and demanding sport combining several very different disciplines which perfectly suits my personality,""
1933159,she wanted to attend a sports middle school and one of the requirements was to complete a sports test that included shooting at first she did not enjoy the sport but when she started to achieve good results she became more involved in shooting training sessions,dream big or go home
1933162,a friend at school was involved in the sport he took me to the shooting range this is how my shooting life began,make your life beautiful
1933163,wanted to try her shooting skills and liked to win,trust the process
1933165,"",time is now
1933190,she liked going to the shooting range because of her friends the coach and the atmosphere,when values are clear decisions are simple
1933191,his father is a shooting coach he initially wanted to see if he would like the sport,you are not born as a champion you work hard to become a champion
1933193,his father encouraged him to try the sport i wanted to do archery training but i had difficulty finding a club i could get to so my father suggested i go to the shooting range at the legia club in my neighbourhood i liked it from the first day,its not difficult to shoot 10s the difficulty is not taking a bad shot
1933244,"",""
1933249,an athletics coach visited his school to find new talent i signed up for the workshop and i loved it,whenever you are in doubt turn off the noise and listen to your heart
1933257,he and his friend gabriel kehr wanted to gain strength and muscle they were convinced to take up hammer throw by coach mario saldias and both have gone on to represent chile in the sport,""
1933275,i do not like to run to skip that i decided to try athletics i saw older kids throwing and i told myself that would be my thing i was registered in a competition because they lacked throwers i finished second thats how my passion for athletics started,""
1933287,"",""
1933307,"",""
1933313,"",""
1933316,"",""
1933320,"",if you can dream it you can do it
1933327,"",""
1933340,"",""
1933348,"",""
1933350,it wasnt planned my brother used to practise the sport and his coach saw me and asked if i would be interested i realised it is a really fun sport and training in the nile is more than amazing,""
1933352,"",""
1933356,"",""
1933359,"",you always set your goal to have as many minutes as possible and look for victory
1933364,"",""
1933366,"",make every day count
1933369,i started because i had to drop off my sister for practice and automatically also wanted to play a bit,""
1933377,enjoyed the sport as soon as he tried it,""
1933379,"",""
1933415,"",""
1933451,"",""
1933476,started running seriously after dropping out of school due to lack of school fees life has been unbearable for me and thats why i dropped out of school and started training although i didnt have the right gear i didnt give up and im happy that my star has started to shine,""
1933492,inspired by his brother marco who competed in the sport with the italian national team falling in love with surfing it has a lot to do with  he always brought his little brother around thats something many big brothers dont do,the water has definitely helped me grow and that has to do with surfing  thats the ocean thats the water it keeps me alive
1933496,parents put him into a swimming club as he was scared of water,""
1933497,"",""
1933504,"",""
1933508,tried athletics and found she was good at it so did not want to try another sport,""
1933512,"",""
1933513,"",""
1933514,"",""
1933523,"",""
1933527,"",""
1933788,"",always work and be focused
1933789,"",""
1933793,"",""
1933807,"",pain is temporary but glory is eternal
1933810,he was introduced to the sport by his father celestino oliveira who was a professional cyclist,""
1933812,was first exposed to the sport by going out for weekend rides with his father but after he tried athletics his brother mario encouraged him to race in cycling competitively,""
1933816,"",""
1933817,"",""
